coefficient_name,value,constrain
bike_ASC_no_auto_atwork,33.50185555322213,F
knr_transit_ASC_auto_deficient_atwork,-999.0,T
knr_transit_ASC_auto_sufficient_atwork,-999.0,T
knr_transit_ASC_no_auto_atwork,-999.0,T
pnr_transit_ASC_auto_deficient_atwork,-999.0,T
pnr_transit_ASC_auto_sufficient_atwork,-999.0,T
pnr_transit_ASC_no_auto_atwork,-999.0,T
sr2_ASC_auto_deficient_atwork,-1.7537335029622638,F
sr2_ASC_auto_sufficient_atwork,-2.178451234688448,F
sr2_ASC_no_auto_atwork,26.82237241572097,F
sr3p_ASC_auto_deficient_atwork,-2.2180957513842325,F
sr3p_ASC_auto_sufficient_atwork,-2.6982496770595294,F
sr3p_ASC_no_auto_atwork,26.377290744898005,F
taxi_ASC_auto_deficient_atwork,-1.6716784385126762,F
taxi_ASC_auto_sufficient_atwork,-1.9938635182371838,F
taxi_ASC_no_auto_atwork,28.02597646874715,F
tnc_shared_ASC_auto_deficient_atwork,-20.51167842651268,F
tnc_shared_ASC_auto_sufficient_atwork,-3.0138635182371836,F
tnc_shared_ASC_no_auto_atwork,-2.4740235292528503,F
tnc_single_ASC_auto_deficient_atwork,-32.41167842651269,F
tnc_single_ASC_auto_sufficient_atwork,-3.103863518237184,F
tnc_single_ASC_no_auto_atwork,28.52597646874715,F
walk_ASC_auto_deficient_atwork,1.8009481412042294,F
walk_ASC_auto_sufficient_atwork,0.1669921423572882,F
walk_ASC_no_auto_atwork,33.10906489894521,F
walk_transit_ASC_auto_deficient_atwork,-1.6671281467511483,F
walk_transit_ASC_auto_sufficient_atwork,-2.9380894425235624,F
walk_transit_ASC_no_auto_atwork,30.758741572103276,F
coef_density_knr_atwork,0.0,T
coef_density_knr_nonmandatory,0.0,T
coef_density_knr_school_univ,0.0,T
coef_density_knr_work,0.0,T
coef_density_pnr_atwork,0.0,T
coef_density_pnr_nonmandatory,0.0,T
coef_density_pnr_school_univ,0.0,T
coef_density_pnr_work,0.0,T
coef_AB_DC,-0.207791822,T
coef_BM_DC,-0.510001757,T
coef_CR_DC,7.069521159,T
coef_MR_DC,-0.230639702,T
coef_walk_dc_origin,0.4,F
coef_sov_dc_origin,-0.6,F
