coefficient_name,value,constrain
coef_walktimeshort_atwork,-0.0722,T
coef_walktime_atwork,-0.0709,T
coef_auxwalk_atwork,-0.0722,T
coef_bike_time_atwork,-0.0722,T
coef_drivetime_atwork,0.0,T
coef_ASC_s2_da_atwork,-0.25658237869153944,F
coef_ASC_s3_da_atwork,-0.946498016157054,F
coef_ASC_s3_s2_atwork,-4.22780628531577,F
coef_ASC_walk_da_atwork,-3.7185977370288166,F
coef_ASC_walk_s2_atwork,-6.875716440901503,F
coef_ASC_walk_s3_atwork,-9.276458602485656,F
coef_ASC_bike_walk_atwork,0.1767370370348899,F
coef_ASC_walktrn_s2_atwork,-2.0,T
coef_ASC_walktrn_s3_atwork,-6.824490589,F
coef_ASC_walktrn_walk_atwork,0.8111620933235717,F
coef_ASC_walktrn_bike_atwork,0.0,T
coef_ASC_walktrn_taxi_atwork,-4.646070715829449,F
coef_ASC_walktrn_tnc_single_atwork,-4.65532720046885,F
coef_ASC_walktrn_tnc_shared_atwork,-15.0,T
coef_ASC_wlktrn_mr_atwork,2.4197796907283653,F
coef_ASC_wlktrn_bm_atwork,0.9569122915799232,F
coef_ASC_wlktrn_cr_atwork,-2.0,T
coef_ASC_pnr_mr_atwork,0.0,T
coef_ASC_pnr_bm_atwork,0.0,T
coef_ASC_pnr_cr_atwork,0.0,T
coef_ASC_knr_mr_atwork,0.0,T
coef_ASC_knr_bm_atwork,0.0,T
coef_ASC_knr_cr_atwork,0.0,T
coef_ASC_rh_s2_atwork,-3.987119459395781,F
coef_ASC_rh_s3_atwork,-2.0,T
coef_ASC_rh_walk_atwork,-1.5499838355028572,F
coef_ASC_taxi_atwork,0.0,T
coef_ASC_tnc_single_atwork,0.0,T
coef_ASC_tnc_shared_atwork,0.0,T
coef_ASC_nostop_s2_da_atwork,0.0,T
coef_ASC_nostop_s3_da_atwork,0.0,T
coef_ASC_nostop_s3_s2_atwork,0.0,T
coef_ASC_obstops_first_s2_da_atwork,0.0,T
coef_ASC_obstops_first_s3_da_atwork,0.0,T
coef_ASC_obstops_first_s3_s2_atwork,0.0,T
coef_ASC_ibstops_last_s2_da_atwork,0.0,T
